Date,year,hierarchy_bracket,percentile_proxy,average_net_worth,aggregate_share_pct,Household count,mapping_note
1996:Q3,1996.5,Buffer Class,50th-90th,261853.14,35.18,40061674,Percentile groups are wealth-distribution proxies for structural roles; they are not identity-equivalent categories.
1996:Q4,1996.75,Buffer Class,50th-90th,265240.46,34.96,40180017,Percentile groups are wealth-distribution proxies for structural roles; they are not identity-equivalent categories.
1997:Q1,1997.0,Buffer Class,50th-90th,266906.65,35.02,40299329,Percentile groups are wealth-distribution proxies for structural roles; they are not identity-equivalent categories.
1997:Q2,1997.25,Buffer Class,50th-90th,274509.86,34.63,40419317,Percentile groups are wealth-distribution proxies for structural roles; they are not identity-equivalent categories.
1997:Q3,1997.5,Buffer Class,50th-90th,280190.57,34.43,40539687,Percentile groups are wealth-distribution proxies for structural roles; they are not identity-equivalent categories.
1997:Q4,1997.75,Buffer Class,50th-90th,282282.37,34.24,40660148,Percentile groups are wealth-distribution proxies for structural roles; they are not identity-equivalent categories.
1998:Q1,1998.0,Buffer Class,50th-90th,291288.04,33.82,40780407,Percentile groups are wealth-distribution proxies for structural roles; they are not identity-equivalent categories.
1998:Q2,1998.25,Buffer Class,50th-90th,295795.35,33.78,40900170,Percentile groups are wealth-distribution proxies for structural roles; they are not identity-equivalent categories.
1998:Q3,1998.5,Buffer Class,50th-90th,294473.3,34.32,41019145,Percentile groups are wealth-distribution proxies for structural roles; they are not identity-equivalent categories.
1998:Q4,1998.75,Buffer Class,50th-90th,303635.21,33.57,41137222,Percentile groups are wealth-distribution proxies for structural roles; they are not identity-equivalent categories.
1999:Q1,1999.0,Buffer Class,50th-90th,306438.98,33.69,41255026,Percentile groups are wealth-distribution proxies for structural roles; they are not identity-equivalent categories.
1999:Q2,1999.25,Buffer Class,50th-90th,312312.07,33.47,41373364,Percentile groups are wealth-distribution proxies for structural roles; they are not identity-equivalent categories.
1999:Q3,1999.5,Buffer Class,50th-90th,313298.83,33.75,41493044,Percentile groups are wealth-distribution proxies for structural roles; they are not identity-equivalent categories.
1999:Q4,1999.75,Buffer Class,50th-90th,324116.93,32.92,41614873,Percentile groups are wealth-distribution proxies for structural roles; they are not identity-equivalent categories.
2000:Q1,2000.0,Buffer Class,50th-90th,332882.14,33.04,41739659,Percentile groups are wealth-distribution proxies for structural roles; they are not identity-equivalent categories.
2000:Q2,2000.25,Buffer Class,50th-90th,335636.97,33.42,41868209,Percentile groups are wealth-distribution proxies for structural roles; they are not identity-equivalent categories.
2000:Q3,2000.5,Buffer Class,50th-90th,340722.19,33.59,42001332,Percentile groups are wealth-distribution proxies for structural roles; they are not identity-equivalent categories.
2000:Q4,2000.75,Buffer Class,50th-90th,341232.67,34.2,42139834,Percentile groups are wealth-distribution proxies for structural roles; they are not identity-equivalent categories.
2001:Q1,2001.0,Buffer Class,50th-90th,346717.59,35.01,42284523,Percentile groups are wealth-distribution proxies for structural roles; they are not identity-equivalent categories.
2001:Q2,2001.25,Buffer Class,50th-90th,354558.57,34.88,42436207,Percentile groups are wealth-distribution proxies for structural roles; they are not identity-equivalent categories.
2001:Q3,2001.5,Buffer Class,50th-90th,351762.25,35.58,42595693,Percentile groups are wealth-distribution proxies for structural roles; they are not identity-equivalent categories.
2001:Q4,2001.75,Buffer Class,50th-90th,359753.65,35.26,42763460,Percentile groups are wealth-distribution proxies for structural roles; they are not identity-equivalent categories.
2002:Q1,2002.0,Buffer Class,50th-90th,363763.31,35.29,42938665,Percentile groups are wealth-distribution proxies for structural roles; they are not identity-equivalent categories.
2002:Q2,2002.25,Buffer Class,50th-90th,359503.57,35.47,43120137,Percentile groups are wealth-distribution proxies for structural roles; they are not identity-equivalent categories.
2002:Q3,2002.5,Buffer Class,50th-90th,354562.1,36.05,43306704,Percentile groups are wealth-distribution proxies for structural roles; they are not identity-equivalent categories.
2002:Q4,2002.75,Buffer Class,50th-90th,359360.94,35.97,43497195,Percentile groups are wealth-distribution proxies for structural roles; they are not identity-equivalent categories.
2003:Q1,2003.0,Buffer Class,50th-90th,360767.21,36.12,43690439,Percentile groups are wealth-distribution proxies for structural roles; they are not identity-equivalent categories.
2003:Q2,2003.25,Buffer Class,50th-90th,368211.94,35.55,43885264,Percentile groups are wealth-distribution proxies for structural roles; they are not identity-equivalent categories.
2003:Q3,2003.5,Buffer Class,50th-90th,370841.79,35.27,44080498,Percentile groups are wealth-distribution proxies for structural roles; they are not identity-equivalent categories.
2003:Q4,2003.75,Buffer Class,50th-90th,378783.99,34.82,44274970,Percentile groups are wealth-distribution proxies for structural roles; they are not identity-equivalent categories.
2004:Q1,2004.0,Buffer Class,50th-90th,390552.09,34.35,44467508,Percentile groups are wealth-distribution proxies for structural roles; they are not identity-equivalent categories.
2004:Q2,2004.25,Buffer Class,50th-90th,394717.8,34.34,44656942,Percentile groups are wealth-distribution proxies for structural roles; they are not identity-equivalent categories.
2004:Q3,2004.5,Buffer Class,50th-90th,399819.36,34.17,44842098,Percentile groups are wealth-distribution proxies for structural roles; they are not identity-equivalent categories.
2004:Q4,2004.75,Buffer Class,50th-90th,411281.65,33.89,45021882,Percentile groups are wealth-distribution proxies for structural roles; they are not identity-equivalent categories.
2005:Q1,2005.0,Buffer Class,50th-90th,415901.38,33.88,45195493,Percentile groups are wealth-distribution proxies for structural roles; they are not identity-equivalent categories.
2005:Q2,2005.25,Buffer Class,50th-90th,421215.63,33.56,45362210,Percentile groups are wealth-distribution proxies for structural roles; they are not identity-equivalent categories.
2005:Q3,2005.5,Buffer Class,50th-90th,428542.11,33.33,45521309,Percentile groups are wealth-distribution proxies for structural roles; they are not identity-equivalent categories.
2005:Q4,2005.75,Buffer Class,50th-90th,436129.22,33.28,45672067,Percentile groups are wealth-distribution proxies for structural roles; they are not identity-equivalent categories.
2006:Q1,2006.0,Buffer Class,50th-90th,438292.85,32.56,45813759,Percentile groups are wealth-distribution proxies for structural roles; they are not identity-equivalent categories.
2006:Q2,2006.25,Buffer Class,50th-90th,438362.13,32.58,45945664,Percentile groups are wealth-distribution proxies for structural roles; they are not identity-equivalent categories.
2006:Q3,2006.5,Buffer Class,50th-90th,441447.61,32.37,46067057,Percentile groups are wealth-distribution proxies for structural roles; they are not identity-equivalent categories.
2006:Q4,2006.75,Buffer Class,50th-90th,445269.71,32.03,46177215,Percentile groups are wealth-distribution proxies for structural roles; they are not identity-equivalent categories.
2007:Q1,2007.0,Buffer Class,50th-90th,444711.67,31.64,46275415,Percentile groups are wealth-distribution proxies for structural roles; they are not identity-equivalent categories.
2007:Q2,2007.25,Buffer Class,50th-90th,443669.81,31.33,46360934,Percentile groups are wealth-distribution proxies for structural roles; they are not identity-equivalent categories.
2007:Q3,2007.5,Buffer Class,50th-90th,444123.35,31.05,46433048,Percentile groups are wealth-distribution proxies for structural roles; they are not identity-equivalent categories.
2007:Q4,2007.75,Buffer Class,50th-90th,441242.14,31.23,46491641,Percentile groups are wealth-distribution proxies for structural roles; they are not identity-equivalent categories.
2008:Q1,2008.0,Buffer Class,50th-90th,431318.7,31.49,46539030,Percentile groups are wealth-distribution proxies for structural roles; they are not identity-equivalent categories.
2008:Q2,2008.25,Buffer Class,50th-90th,423500.22,31.45,46578136,Percentile groups are wealth-distribution proxies for structural roles; they are not identity-equivalent categories.
2008:Q3,2008.5,Buffer Class,50th-90th,413062.94,31.85,46611882,Percentile groups are wealth-distribution proxies for structural roles; they are not identity-equivalent categories.
2008:Q4,2008.75,Buffer Class,50th-90th,400848.64,32.53,46643192,Percentile groups are wealth-distribution proxies for structural roles; they are not identity-equivalent categories.
2009:Q1,2009.0,Buffer Class,50th-90th,392450.09,32.88,46674987,Percentile groups are wealth-distribution proxies for structural roles; they are not identity-equivalent categories.
2009:Q2,2009.25,Buffer Class,50th-90th,392183.4,32.49,46710192,Percentile groups are wealth-distribution proxies for structural roles; they are not identity-equivalent categories.
2009:Q3,2009.5,Buffer Class,50th-90th,396050.25,31.85,46751729,Percentile groups are wealth-distribution proxies for structural roles; they are not identity-equivalent categories.
2009:Q4,2009.75,Buffer Class,50th-90th,396122.99,31.78,46802520,Percentile groups are wealth-distribution proxies for structural roles; they are not identity-equivalent categories.
2010:Q1,2010.0,Buffer Class,50th-90th,400311.22,31.55,46865489,Percentile groups are wealth-distribution proxies for structural roles; they are not identity-equivalent categories.
2010:Q2,2010.25,Buffer Class,50th-90th,394839.59,31.54,46943558,Percentile groups are wealth-distribution proxies for structural roles; they are not identity-equivalent categories.
2010:Q3,2010.5,Buffer Class,50th-90th,400516.02,31.01,47039651,Percentile groups are wealth-distribution proxies for structural roles; they are not identity-equivalent categories.
2010:Q4,2010.75,Buffer Class,50th-90th,406665.29,30.75,47155746,Percentile groups are wealth-distribution proxies for structural roles; they are not identity-equivalent categories.
2011:Q1,2011.0,Buffer Class,50th-90th,409207.49,30.51,47290051,Percentile groups are wealth-distribution proxies for structural roles; they are not identity-equivalent categories.
2011:Q2,2011.25,Buffer Class,50th-90th,409989.36,30.46,47439829,Percentile groups are wealth-distribution proxies for structural roles; they are not identity-equivalent categories.
2011:Q3,2011.5,Buffer Class,50th-90th,403727.73,31.0,47602343,Percentile groups are wealth-distribution proxies for structural roles; they are not identity-equivalent categories.
2011:Q4,2011.75,Buffer Class,50th-90th,408479.19,30.82,47774857,Percentile groups are wealth-distribution proxies for structural roles; they are not identity-equivalent categories.
2012:Q1,2012.0,Buffer Class,50th-90th,414086.84,30.45,47954634,Percentile groups are wealth-distribution proxies for structural roles; they are not identity-equivalent categories.
2012:Q2,2012.25,Buffer Class,50th-90th,413338.91,30.48,48138938,Percentile groups are wealth-distribution proxies for structural roles; they are not identity-equivalent categories.
2012:Q3,2012.5,Buffer Class,50th-90th,420948.46,30.33,48325032,Percentile groups are wealth-distribution proxies for structural roles; they are not identity-equivalent categories.
2012:Q4,2012.75,Buffer Class,50th-90th,425037.01,30.34,48510180,Percentile groups are wealth-distribution proxies for structural roles; they are not identity-equivalent categories.
2013:Q1,2013.0,Buffer Class,50th-90th,437795.24,30.16,48691644,Percentile groups are wealth-distribution proxies for structural roles; they are not identity-equivalent categories.
2013:Q2,2013.25,Buffer Class,50th-90th,443441.18,30.2,48866689,Percentile groups are wealth-distribution proxies for structural roles; they are not identity-equivalent categories.
2013:Q3,2013.5,Buffer Class,50th-90th,455412.81,30.14,49032578,Percentile groups are wealth-distribution proxies for structural roles; they are not identity-equivalent categories.
2013:Q4,2013.75,Buffer Class,50th-90th,463961.01,29.96,49187196,Percentile groups are wealth-distribution proxies for structural roles; they are not identity-equivalent categories.
2014:Q1,2014.0,Buffer Class,50th-90th,468517.38,29.68,49330917,Percentile groups are wealth-distribution proxies for structural roles; they are not identity-equivalent categories.
2014:Q2,2014.25,Buffer Class,50th-90th,473984.24,29.33,49464737,Percentile groups are wealth-distribution proxies for structural roles; they are not identity-equivalent categories.
2014:Q3,2014.5,Buffer Class,50th-90th,475872.84,29.3,49589651,Percentile groups are wealth-distribution proxies for structural roles; they are not identity-equivalent categories.
2014:Q4,2014.75,Buffer Class,50th-90th,479250.41,29.07,49706655,Percentile groups are wealth-distribution proxies for structural roles; they are not identity-equivalent categories.
2015:Q1,2015.0,Buffer Class,50th-90th,484786.93,28.93,49816745,Percentile groups are wealth-distribution proxies for structural roles; they are not identity-equivalent categories.
2015:Q2,2015.25,Buffer Class,50th-90th,485855.69,28.79,49920916,Percentile groups are wealth-distribution proxies for structural roles; they are not identity-equivalent categories.
2015:Q3,2015.5,Buffer Class,50th-90th,483066.63,29.01,50020164,Percentile groups are wealth-distribution proxies for structural roles; they are not identity-equivalent categories.
2015:Q4,2015.75,Buffer Class,50th-90th,489451.98,28.94,50115486,Percentile groups are wealth-distribution proxies for structural roles; they are not identity-equivalent categories.
2016:Q1,2016.0,Buffer Class,50th-90th,493949.81,28.87,50207876,Percentile groups are wealth-distribution proxies for structural roles; they are not identity-equivalent categories.
2016:Q2,2016.25,Buffer Class,50th-90th,499032.11,28.7,50298331,Percentile groups are wealth-distribution proxies for structural roles; they are not identity-equivalent categories.
2016:Q3,2016.5,Buffer Class,50th-90th,506340.67,28.66,50387845,Percentile groups are wealth-distribution proxies for structural roles; they are not identity-equivalent categories.
2016:Q4,2016.75,Buffer Class,50th-90th,511382.79,28.81,50477244,Percentile groups are wealth-distribution proxies for structural roles; they are not identity-equivalent categories.
2017:Q1,2017.0,Buffer Class,50th-90th,522097.11,28.72,50566666,Percentile groups are wealth-distribution proxies for structural roles; they are not identity-equivalent categories.
2017:Q2,2017.25,Buffer Class,50th-90th,529041.82,28.56,50656079,Percentile groups are wealth-distribution proxies for structural roles; they are not identity-equivalent categories.
2017:Q3,2017.5,Buffer Class,50th-90th,537299.74,28.56,50745450,Percentile groups are wealth-distribution proxies for structural roles; they are not identity-equivalent categories.
2017:Q4,2017.75,Buffer Class,50th-90th,547247.49,28.42,50834746,Percentile groups are wealth-distribution proxies for structural roles; they are not identity-equivalent categories.
2018:Q1,2018.0,Buffer Class,50th-90th,554705.69,28.55,50923936,Percentile groups are wealth-distribution proxies for structural roles; they are not identity-equivalent categories.
2018:Q2,2018.25,Buffer Class,50th-90th,559011.52,28.47,51012986,Percentile groups are wealth-distribution proxies for structural roles; they are not identity-equivalent categories.
2018:Q3,2018.5,Buffer Class,50th-90th,567049.01,28.35,51101865,Percentile groups are wealth-distribution proxies for structural roles; they are not identity-equivalent categories.
2018:Q4,2018.75,Buffer Class,50th-90th,550000.6,28.78,51190539,Percentile groups are wealth-distribution proxies for structural roles; they are not identity-equivalent categories.
2019:Q1,2019.0,Buffer Class,50th-90th,565354.87,28.12,51278975,Percentile groups are wealth-distribution proxies for structural roles; they are not identity-equivalent categories.
2019:Q2,2019.25,Buffer Class,50th-90th,579853.7,28.17,51367143,Percentile groups are wealth-distribution proxies for structural roles; they are not identity-equivalent categories.
2019:Q3,2019.5,Buffer Class,50th-90th,581261.96,28.18,51455008,Percentile groups are wealth-distribution proxies for structural roles; they are not identity-equivalent categories.
2019:Q4,2019.75,Buffer Class,50th-90th,595640.89,28.18,51542573,Percentile groups are wealth-distribution proxies for structural roles; they are not identity-equivalent categories.
2020:Q1,2020.0,Buffer Class,50th-90th,590781.93,29.62,51629976,Percentile groups are wealth-distribution proxies for structural roles; they are not identity-equivalent categories.
2020:Q2,2020.25,Buffer Class,50th-90th,625118.58,29.26,51717391,Percentile groups are wealth-distribution proxies for structural roles; they are not identity-equivalent categories.
2020:Q3,2020.5,Buffer Class,50th-90th,651658.45,29.33,51804991,Percentile groups are wealth-distribution proxies for structural roles; they are not identity-equivalent categories.
2020:Q4,2020.75,Buffer Class,50th-90th,688380.45,29.01,51892948,Percentile groups are wealth-distribution proxies for structural roles; they are not identity-equivalent categories.
2021:Q1,2021.0,Buffer Class,50th-90th,720521.17,29.1,51981437,Percentile groups are wealth-distribution proxies for structural roles; they are not identity-equivalent categories.
2021:Q2,2021.25,Buffer Class,50th-90th,762507.21,29.2,52070630,Percentile groups are wealth-distribution proxies for structural roles; they are not identity-equivalent categories.
2021:Q3,2021.5,Buffer Class,50th-90th,786013.09,29.44,52160699,Percentile groups are wealth-distribution proxies for structural roles; they are not identity-equivalent categories.
2021:Q4,2021.75,Buffer Class,50th-90th,806831.11,29.43,52251820,Percentile groups are wealth-distribution proxies for structural roles; they are not identity-equivalent categories.
2022:Q1,2022.0,Buffer Class,50th-90th,828558.31,30.14,52344163,Percentile groups are wealth-distribution proxies for structural roles; they are not identity-equivalent categories.
2022:Q2,2022.25,Buffer Class,50th-90th,824469.93,31.31,52437903,Percentile groups are wealth-distribution proxies for structural roles; they are not identity-equivalent categories.
2022:Q3,2022.5,Buffer Class,50th-90th,804327.25,31.42,52533213,Percentile groups are wealth-distribution proxies for structural roles; they are not identity-equivalent categories.
2022:Q4,2022.75,Buffer Class,50th-90th,798770.77,31.04,52655850,Percentile groups are wealth-distribution proxies for structural roles; they are not identity-equivalent categories.
2023:Q1,2023.0,Buffer Class,50th-90th,809548.75,30.77,52829519,Percentile groups are wealth-distribution proxies for structural roles; they are not identity-equivalent categories.
2023:Q2,2023.25,Buffer Class,50th-90th,845622.96,30.91,52880948,Percentile groups are wealth-distribution proxies for structural roles; they are not identity-equivalent categories.
2023:Q3,2023.5,Buffer Class,50th-90th,844763.75,31.12,52856025,Percentile groups are wealth-distribution proxies for structural roles; they are not identity-equivalent categories.
2023:Q4,2023.75,Buffer Class,50th-90th,856861.65,30.66,52882926,Percentile groups are wealth-distribution proxies for structural roles; they are not identity-equivalent categories.
2024:Q1,2024.0,Buffer Class,50th-90th,881127.31,30.48,53057386,Percentile groups are wealth-distribution proxies for structural roles; they are not identity-equivalent categories.
2024:Q2,2024.25,Buffer Class,50th-90th,900959.31,30.65,53168550,Percentile groups are wealth-distribution proxies for structural roles; they are not identity-equivalent categories.
2024:Q3,2024.5,Buffer Class,50th-90th,909684.93,30.2,53246484,Percentile groups are wealth-distribution proxies for structural roles; they are not identity-equivalent categories.
2024:Q4,2024.75,Buffer Class,50th-90th,908789.45,30.08,53321649,Percentile groups are wealth-distribution proxies for structural roles; they are not identity-equivalent categories.
2025:Q1,2025.0,Buffer Class,50th-90th,905867.59,30.35,53698262,Percentile groups are wealth-distribution proxies for structural roles; they are not identity-equivalent categories.
2025:Q2,2025.25,Buffer Class,50th-90th,930036.77,30.06,54041645,Percentile groups are wealth-distribution proxies for structural roles; they are not identity-equivalent categories.
2025:Q3,2025.5,Buffer Class,50th-90th,940244.32,29.44,54206611,Percentile groups are wealth-distribution proxies for structural roles; they are not identity-equivalent categories.
2025:Q4,2025.75,Buffer Class,50th-90th,946287.38,29.24,54155974,Percentile groups are wealth-distribution proxies for structural roles; they are not identity-equivalent categories.
1989:Q3,1989.5,Puppet / managerial classes,90th-99.9th,1160694.48,52.2,9192867,Percentile groups are wealth-distribution proxies for structural roles; they are not identity-equivalent categories.
1989:Q4,1989.75,Puppet / managerial classes,90th-99.9th,1179144.34,52.15,9207246,Percentile groups are wealth-distribution proxies for structural roles; they are not identity-equivalent categories.
1990:Q1,1990.0,Puppet / managerial classes,90th-99.9th,1172563.63,51.82,9223027,Percentile groups are wealth-distribution proxies for structural roles; they are not identity-equivalent categories.
1990:Q2,1990.25,Puppet / managerial classes,90th-99.9th,1185681.45,51.8,9240153,Percentile groups are wealth-distribution proxies for structural roles; they are not identity-equivalent categories.
1990:Q3,1990.5,Puppet / managerial classes,90th-99.9th,1166015.97,51.34,9258561,Percentile groups are wealth-distribution proxies for structural roles; they are not identity-equivalent categories.
1990:Q4,1990.75,Puppet / managerial classes,90th-99.9th,1187233.29,51.3,9278190,Percentile groups are wealth-distribution proxies for structural roles; they are not identity-equivalent categories.
1991:Q1,1991.0,Puppet / managerial classes,90th-99.9th,1210781.7,51.3,9298981,Percentile groups are wealth-distribution proxies for structural roles; they are not identity-equivalent categories.
1991:Q2,1991.25,Puppet / managerial classes,90th-99.9th,1208261.93,51.13,9320873,Percentile groups are wealth-distribution proxies for structural roles; they are not identity-equivalent categories.
1991:Q3,1991.5,Puppet / managerial classes,90th-99.9th,1217217.18,50.86,9343805,Percentile groups are wealth-distribution proxies for structural roles; they are not identity-equivalent categories.
1991:Q4,1991.75,Puppet / managerial classes,90th-99.9th,1246952.3,50.89,9367716,Percentile groups are wealth-distribution proxies for structural roles; they are not identity-equivalent categories.
1992:Q1,1992.0,Puppet / managerial classes,90th-99.9th,1239900.53,50.71,9392547,Percentile groups are wealth-distribution proxies for structural roles; they are not identity-equivalent categories.
1992:Q2,1992.25,Puppet / managerial classes,90th-99.9th,1239708.13,50.57,9418237,Percentile groups are wealth-distribution proxies for structural roles; they are not identity-equivalent categories.
1992:Q3,1992.5,Puppet / managerial classes,90th-99.9th,1250770.38,50.33,9444724,Percentile groups are wealth-distribution proxies for structural roles; they are not identity-equivalent categories.
1992:Q4,1992.75,Puppet / managerial classes,90th-99.9th,1281646.14,50.43,9471946,Percentile groups are wealth-distribution proxies for structural roles; they are not identity-equivalent categories.
1993:Q1,1993.0,Puppet / managerial classes,90th-99.9th,1300024.31,50.63,9499827,Percentile groups are wealth-distribution proxies for structural roles; they are not identity-equivalent categories.
1993:Q2,1993.25,Puppet / managerial classes,90th-99.9th,1307504.56,50.49,9528288,Percentile groups are wealth-distribution proxies for structural roles; they are not identity-equivalent categories.
1993:Q3,1993.5,Puppet / managerial classes,90th-99.9th,1322936.2,50.4,9557250,Percentile groups are wealth-distribution proxies for structural roles; they are not identity-equivalent categories.
1993:Q4,1993.75,Puppet / managerial classes,90th-99.9th,1341890.49,50.41,9586634,Percentile groups are wealth-distribution proxies for structural roles; they are not identity-equivalent categories.
1994:Q1,1994.0,Puppet / managerial classes,90th-99.9th,1343681.95,50.38,9616362,Percentile groups are wealth-distribution proxies for structural roles; they are not identity-equivalent categories.
1994:Q2,1994.25,Puppet / managerial classes,90th-99.9th,1346365.58,50.27,9646354,Percentile groups are wealth-distribution proxies for structural roles; they are not identity-equivalent categories.
1994:Q3,1994.5,Puppet / managerial classes,90th-99.9th,1357014.85,50.13,9676533,Percentile groups are wealth-distribution proxies for structural roles; they are not identity-equivalent categories.
1994:Q4,1994.75,Puppet / managerial classes,90th-99.9th,1361013.16,50.05,9706818,Percentile groups are wealth-distribution proxies for structural roles; they are not identity-equivalent categories.
1995:Q1,1995.0,Puppet / managerial classes,90th-99.9th,1383839.41,50.06,9737132,Percentile groups are wealth-distribution proxies for structural roles; they are not identity-equivalent categories.
1995:Q2,1995.25,Puppet / managerial classes,90th-99.9th,1401706.19,49.82,9767395,Percentile groups are wealth-distribution proxies for structural roles; they are not identity-equivalent categories.
1995:Q3,1995.5,Puppet / managerial classes,90th-99.9th,1417399.73,49.79,9797529,Percentile groups are wealth-distribution proxies for structural roles; they are not identity-equivalent categories.
1995:Q4,1995.75,Puppet / managerial classes,90th-99.9th,1452724.25,49.97,9827470,Percentile groups are wealth-distribution proxies for structural roles; they are not identity-equivalent categories.
1996:Q1,1996.0,Puppet / managerial classes,90th-99.9th,1476333.78,50.04,9857216,Percentile groups are wealth-distribution proxies for structural roles; they are not identity-equivalent categories.
1996:Q2,1996.25,Puppet / managerial classes,90th-99.9th,1495378.78,50.06,9886778,Percentile groups are wealth-distribution proxies for structural roles; they are not identity-equivalent categories.
1996:Q3,1996.5,Puppet / managerial classes,90th-99.9th,1506061.72,50.08,9916170,Percentile groups are wealth-distribution proxies for structural roles; they are not identity-equivalent categories.
1996:Q4,1996.75,Puppet / managerial classes,90th-99.9th,1541137.05,50.29,9945403,Percentile groups are wealth-distribution proxies for structural roles; they are not identity-equivalent categories.
1997:Q1,1997.0,Puppet / managerial classes,90th-99.9th,1551098.5,50.38,9974491,Percentile groups are wealth-distribution proxies for structural roles; they are not identity-equivalent categories.
1997:Q2,1997.25,Puppet / managerial classes,90th-99.9th,1621275.53,50.62,10003444,Percentile groups are wealth-distribution proxies for structural roles; they are not identity-equivalent categories.
1997:Q3,1997.5,Puppet / managerial classes,90th-99.9th,1669825.7,50.77,10032277,Percentile groups are wealth-distribution proxies for structural roles; they are not identity-equivalent categories.
1997:Q4,1997.75,Puppet / managerial classes,90th-99.9th,1697971.17,50.96,10061003,Percentile groups are wealth-distribution proxies for structural roles; they are not identity-equivalent categories.
1998:Q1,1998.0,Puppet / managerial classes,90th-99.9th,1782152.98,51.19,10089631,Percentile groups are wealth-distribution proxies for structural roles; they are not identity-equivalent categories.
1998:Q2,1998.25,Puppet / managerial classes,90th-99.9th,1816238.24,51.31,10118177,Percentile groups are wealth-distribution proxies for structural roles; they are not identity-equivalent categories.
1998:Q3,1998.5,Puppet / managerial classes,90th-99.9th,1768280.29,50.98,10146651,Percentile groups are wealth-distribution proxies for structural roles; they are not identity-equivalent categories.
1998:Q4,1998.75,Puppet / managerial classes,90th-99.9th,1889510.6,51.67,10175094,Percentile groups are wealth-distribution proxies for structural roles; they are not identity-equivalent categories.
1999:Q1,1999.0,Puppet / managerial classes,90th-99.9th,1902412.09,51.73,10203661,Percentile groups are wealth-distribution proxies for structural roles; they are not identity-equivalent categories.
1999:Q2,1999.25,Puppet / managerial classes,90th-99.9th,1964057.19,52.06,10232532,Percentile groups are wealth-distribution proxies for structural roles; they are not identity-equivalent categories.
1999:Q3,1999.5,Puppet / managerial classes,90th-99.9th,1950909.81,51.98,10261888,Percentile groups are wealth-distribution proxies for structural roles; they are not identity-equivalent categories.
1999:Q4,1999.75,Puppet / managerial classes,90th-99.9th,2091113.02,52.53,10291910,Percentile groups are wealth-distribution proxies for structural roles; they are not identity-equivalent categories.
2000:Q1,2000.0,Puppet / managerial classes,90th-99.9th,2141692.71,52.57,10322782,Percentile groups are wealth-distribution proxies for structural roles; they are not identity-equivalent categories.
2000:Q2,2000.25,Puppet / managerial classes,90th-99.9th,2131443.23,52.48,10354683,Percentile groups are wealth-distribution proxies for structural roles; they are not identity-equivalent categories.
2000:Q3,2000.5,Puppet / managerial classes,90th-99.9th,2150708.79,52.44,10387795,Percentile groups are wealth-distribution proxies for structural roles; they are not identity-equivalent categories.
2000:Q4,2000.75,Puppet / managerial classes,90th-99.9th,2108616.04,52.27,10422300,Percentile groups are wealth-distribution proxies for structural roles; they are not identity-equivalent categories.
2001:Q1,2001.0,Puppet / managerial classes,90th-99.9th,2077672.27,51.88,10458378,Percentile groups are wealth-distribution proxies for structural roles; they are not identity-equivalent categories.
2001:Q2,2001.25,Puppet / managerial classes,90th-99.9th,2139600.38,52.07,10496211,Percentile groups are wealth-distribution proxies for structural roles; they are not identity-equivalent categories.
2001:Q3,2001.5,Puppet / managerial classes,90th-99.9th,2067243.09,51.72,10535982,Percentile groups are wealth-distribution proxies for structural roles; they are not identity-equivalent categories.
2001:Q4,2001.75,Puppet / managerial classes,90th-99.9th,2149017.31,52.1,10577791,Percentile groups are wealth-distribution proxies for structural roles; they are not identity-equivalent categories.
2002:Q1,2002.0,Puppet / managerial classes,90th-99.9th,2174596.72,52.18,10621431,Percentile groups are wealth-distribution proxies for structural roles; they are not identity-equivalent categories.
2002:Q2,2002.25,Puppet / managerial classes,90th-99.9th,2139014.34,52.21,10666612,Percentile groups are wealth-distribution proxies for structural roles; they are not identity-equivalent categories.
2002:Q3,2002.5,Puppet / managerial classes,90th-99.9th,2066194.35,51.96,10713045,Percentile groups are wealth-distribution proxies for structural roles; they are not identity-equivalent categories.
2002:Q4,2002.75,Puppet / managerial classes,90th-99.9th,2104857.66,52.12,10760444,Percentile groups are wealth-distribution proxies for structural roles; they are not identity-equivalent categories.
2003:Q1,2003.0,Puppet / managerial classes,90th-99.9th,2108197.44,52.22,10808518,Percentile groups are wealth-distribution proxies for structural roles; they are not identity-equivalent categories.
2003:Q2,2003.25,Puppet / managerial classes,90th-99.9th,2204724.24,52.66,10856980,Percentile groups are wealth-distribution proxies for structural roles; they are not identity-equivalent categories.
2003:Q3,2003.5,Puppet / managerial classes,90th-99.9th,2246182.9,52.85,10905542,Percentile groups are wealth-distribution proxies for structural roles; they are not identity-equivalent categories.
2003:Q4,2003.75,Puppet / managerial classes,90th-99.9th,2335982.8,53.13,10953915,Percentile groups are wealth-distribution proxies for structural roles; they are not identity-equivalent categories.
2004:Q1,2004.0,Puppet / managerial classes,90th-99.9th,2446609.02,53.24,11001811,Percentile groups are wealth-distribution proxies for structural roles; they are not identity-equivalent categories.
2004:Q2,2004.25,Puppet / managerial classes,90th-99.9th,2473495.88,53.24,11048941,Percentile groups are wealth-distribution proxies for structural roles; they are not identity-equivalent categories.
2004:Q3,2004.5,Puppet / managerial classes,90th-99.9th,2523916.59,53.37,11095018,Percentile groups are wealth-distribution proxies for structural roles; they are not identity-equivalent categories.
2004:Q4,2004.75,Puppet / managerial classes,90th-99.9th,2620925.51,53.44,11139771,Percentile groups are wealth-distribution proxies for structural roles; they are not identity-equivalent categories.
